geography,geographic_area_name,estimate_,margin_of_error_,estimate_citizen_born_in_us,margin_of_error_citizen_born_in_us,estimate_citizen_born_in_puerto_rico_orisland_areas,margin_of_error_citizen_born_in_puerto_rico_orisland_areas,estimate_citizen_born_abroad_of_american_parent_s_,margin_of_error_citizen_born_abroad_of_american_parent_s_,estimate_citizen_by_naturalization,margin_of_error_citizen_by_naturalization,estimate_not_a_citizen,margin_of_error_not_a_citizen,prop_citizen_born_in_us,prop_citizen_born_in_puerto_rico_orisland_areas,prop_citizen_born_abroad_of_american_parent_s_,prop_citizen_by_naturalization,prop_not_a_citizen
0500000US17093,"Kendall County, Illinois",143171.0,*****,126096.0,2755.0,233.0,253.0,1047.0,556.0,9528.0,1939.0,6267.0,2241.0,0.8807370207653784,0.0016274245482674563,0.007312933485133163,0.06654979011112586,0.04377283109009506
0500000US17097,"Lake County, Illinois",718604.0,*****,563555.0,6732.0,4676.0,1584.0,8072.0,1981.0,78799.0,5022.0,63502.0,6074.0,0.7842358239030119,0.006507060912547105,0.011232890437570623,0.10965566570739935,0.08836855903947097
0500000US17099,"LaSalle County, Illinois",108390.0,*****,103424.0,1138.0,98.0,155.0,745.0,466.0,2564.0,890.0,1559.0,705.0,0.954183965310453,0.0009041424485653658,0.006873327797767322,0.023655318756342837,0.014383245686871483
0500000US17111,"McHenry County, Illinois",315959.0,*****,276437.0,3712.0,638.0,436.0,2051.0,956.0,19317.0,2753.0,17516.0,2453.0,0.8749141502536721,0.0020192493329830767,0.006491348561047478,0.06113767925585282,0.055437572596444475
0500000US17113,"McLean County, Illinois",172069.0,*****,157813.0,1911.0,240.0,217.0,1400.0,749.0,3528.0,900.0,9088.0,2123.0,0.9171495156012994,0.001394789299641423,0.008136270914574967,0.020503402704728918,0.05281602147975521
0500000US17115,"Macon County, Illinois",100737.0,*****,98326.0,765.0,21.0,37.0,356.0,393.0,1289.0,464.0,745.0,404.0,0.976066390700537,0.00020846362309776944,0.0035339547534669487,0.01279569572252499,0.0073954952003732494
0500000US17119,"Madison County, Illinois",263017.0,*****,255158.0,1549.0,318.0,369.0,1234.0,549.0,3602.0,809.0,2705.0,1339.0,0.9701198021420668,0.001209047323937236,0.004691711942574054,0.013694932266735611,0.010284506324686237
0500000US17143,"Peoria County, Illinois",179630.0,*****,168299.0,2500.0,70.0,126.0,939.0,572.0,5071.0,938.0,5251.0,2348.0,0.9369203362467294,0.0003896899181651172,0.005227411902243501,0.028230251071647276,0.02923231086121472
0500000US17161,"Rock Island County, Illinois",142731.0,*****,125695.0,2687.0,81.0,140.0,804.0,458.0,8428.0,1885.0,7723.0,1889.0,0.8806426074223539,0.0005675011034743678,0.005632973915967799,0.05904813950718484,0.054108778051019046
0500000US17163,"St. Clair County, Illinois",251149.0,*****,238175.0,2055.0,182.0,206.0,3816.0,1041.0,4452.0,995.0,4524.0,1338.0,0.948341422820716,0.0007246694193486735,0.015194167605684275,0.01772652887329832,0.01801321128095274
0500000US17167,"Sangamon County, Illinois",194345.0,*****,186859.0,1154.0,16.0,31.0,298.0,227.0,3714.0,1026.0,3458.0,1178.0,0.9614808716457846,8.232781908461757e-05,0.001533355630451002,0.019110345005016852,0.01779309989966297
0500000US17179,"Tazewell County, Illinois",129821.0,*****,127008.0,723.0,0.0,208.0,548.0,371.0,1491.0,520.0,774.0,424.0,0.9783317028832007,0.0,0.004221196878779242,0.011485044792444983,0.005962055445575061
0500000US17183,"Vermilion County, Illinois",71106.0,*****,69950.0,781.0,52.0,95.0,43.0,69.0,158.0,129.0,903.0,758.0,0.9837425814980452,0.0007313025623716705,0.0006047309650381121,0.002222034708744691,0.012699350265800354
0500000US17197,"Will County, Illinois",708583.0,*****,597960.0,5865.0,1929.0,937.0,5900.0,1732.0,56535.0,3835.0,46259.0,5170.0,0.8438813801629449,0.0027223345747781134,0.008326476926485676,0.07978599543031656,0.06528381290547473
0500000US17199,"Williamson County, Illinois",67064.0,*****,65405.0,789.0,0.0,208.0,213.0,167.0,1259.0,688.0,187.0,214.0,0.9752624358821425,0.0,0.003176070619110104,0.018773112250984134,0.0027883812477633306
0500000US17201,"Winnebago County, Illinois",283790.0,*****,256229.0,2950.0,240.0,163.0,2167.0,1126.0,13119.0,2503.0,12035.0,1959.0,0.9028824130519045,0.0008456957609499983,0.007635927974911026,0.04622784453292928,0.04240811867930512
0500000US18003,"Allen County, Indiana",399295.0,*****,362133.0,3123.0,620.0,553.0,2939.0,1167.0,16898.0,2393.0,16705.0,2832.0,0.9069309658272706,0.0015527366984309846,0.007360472833368812,0.04231958827433351,0.04183623636659613
0500000US18005,"Bartholomew County, Indiana",84741.0,*****,70970.0,2226.0,24.0,60.0,1281.0,1052.0,3253.0,1444.0,9213.0,2830.0,0.8374930671103716,0.00028321591673452045,0.01511664955570503,0.038387557380724795,0.10871951003646405
0500000US18011,"Boone County, Indiana",78773.0,*****,71599.0,1555.0,0.0,211.0,1154.0,810.0,3449.0,1236.0,2571.0,1074.0,0.908928186053597,0.0,0.014649689614461808,0.04378403767788455,0.03263808665405659
0500000US18019,"Clark County, Indiana",127479.0,*****,120238.0,1265.0,190.0,261.0,1102.0,501.0,2192.0,896.0,3757.0,1112.0,0.9431984875940351,0.0014904415629240894,0.008644561064959718,0.017194988978576863,0.02947152079950423
0500000US18035,"Delaware County, Indiana",112951.0,*****,108873.0,982.0,75.0,166.0,165.0,135.0,1212.0,635.0,2626.0,959.0,0.9638958486423316,0.0006640047454205806,0.0014608104399252773,0.010730316685996583,0.02324901948632593
0500000US18039,"Elkhart County, Indiana",207436.0,*****,183468.0,3138.0,150.0,186.0,4128.0,2429.0,5620.0,1549.0,14070.0,2044.0,0.8844559285755607,0.0007231145992016815,0.019900113770030273,0.027092693650089667,0.06782814940511772
0500000US18043,"Floyd County, Indiana",81931.0,*****,79253.0,1003.0,125.0,220.0,1197.0,630.0,1148.0,464.0,208.0,220.0,0.967313959307222,0.0015256740427921054,0.014609854633777203,0.014011790409002698,0.0025387216072060635
0500000US18053,"Grant County, Indiana",66458.0,*****,64922.0,538.0,0.0,211.0,576.0,390.0,209.0,197.0,751.0,688.0,0.9768876583707002,0.0,0.00866712811098739,0.0031448433597159107,0.011300370158596407
0500000US18057,"Hamilton County, Indiana",379704.0,*****,331130.0,5416.0,193.0,195.0,4925.0,1914.0,22035.0,3452.0,21421.0,3739.0,0.8720740366179972,0.0005082906685207425,0.012970629753702884,0.05803204601479047,0.05641499694498873
0500000US18059,"Hancock County, Indiana",88810.0,*****,83942.0,1372.0,0.0,211.0,381.0,371.0,2847.0,1263.0,1640.0,660.0,0.9451863528881883,0.0,0.004290057425965545,0.03205720076567954,0.018466388920166648
0500000US18063,"Hendricks County, Indiana",190629.0,*****,166728.0,4540.0,956.0,763.0,2293.0,1013.0,10855.0,3119.0,9797.0,2806.0,0.8746203358355759,0.005014976734914415,0.01202860005560539,0.05694306742415897,0.051393019949745315
0500000US18067,"Howard County, Indiana",84082.0,*****,82821.0,477.0,50.0,90.0,85.0,141.0,796.0,512.0,330.0,284.0,0.9850027354249423,0.0005946575961561333,0.0010109179134654266,0.009466948930805642,0.00392474013463048
0500000US18081,"Johnson County, Indiana",170614.0,*****,156365.0,1962.0,295.0,339.0,932.0,510.0,6845.0,1457.0,6177.0,1667.0,0.9164839931072479,0.0017290491987761848,0.0054626232313878115,0.040119802595332155,0.03620453186725591
0500000US18085,"Kosciusko County, Indiana",80669.0,*****,76105.0,1019.0,0.0,211.0,547.0,381.0,739.0,480.0,3278.0,1105.0,0.9434231241245088,0.0,0.006780795596821579,0.009160892040312884,0.04063518823835674
0500000US18089,"Lake County, Indiana",502955.0,*****,459172.0,4082.0,2094.0,1138.0,3041.0,1305.0,22143.0,3075.0,16505.0,3031.0,0.9129484745156127,0.004163394339453828,0.006046266564603195,0.04402580747780616,0.03281605710252408
0500000US18091,"LaPorte County, Indiana",111348.0,*****,105735.0,1592.0,325.0,432.0,874.0,536.0,1699.0,550.0,2715.0,1473.0,0.9495904731113266,0.0029187771670797858,0.007849265366239177,0.015258468944210943,0.024383015411143443
0500000US18095,"Madison County, Indiana",134222.0,*****,129719.0,1295.0,16.0,28.0,82.0,97.0,1074.0,546.0,3331.0,1341.0,0.9664511033958666,0.0001192054953733367,0.0006109281637883507,0.008001668876935228,0.024817094068036536
0500000US18097,"Marion County, Indiana",981628.0,*****,826300.0,10017.0,2313.0,1177.0,9724.0,2604.0,44816.0,5166.0,98475.0,10530.0,0.8417649048315655,0.0023562897553859505,0.009905992901587975,0.04565476942385507,0.10031804308760549
0500000US18105,"Monroe County, Indiana",140702.0,*****,128949.0,2417.0,87.0,167.0,1000.0,685.0,3366.0,1162.0,7300.0,1910.0,0.916468849056872,0.000618328097681625,0.007107219513581896,0.023922900882716664,0.05188270244914785
0500000US18109,"Morgan County, Indiana",73825.0,*****,72188.0,604.0,116.0,211.0,359.0,351.0,551.0,309.0,611.0,451.0,0.9778259397223162,0.0015712834405689129,0.004862851337622757,0.007463596342702336,0.008276329156789705
0500000US18127,"Porter County, Indiana",175860.0,*****,165619.0,1754.0,437.0,382.0,517.0,307.0,5438.0,1766.0,3849.0,997.0,0.9417661776413055,0.002484931195268964,0.0029398385079040146,0.030922324576367566,0.021886728079153872
0500000US18141,"St. Joseph County, Indiana",273744.0,*****,250674.0,3175.0,851.0,677.0,1511.0,508.0,6816.0,1426.0,13892.0,3420.0,0.9157241802560057,0.0031087439359401485,0.005519755684142849,0.024899175872347887,0.0507481442515635
0500000US18157,"Tippecanoe County, Indiana",191650.0,*****,166627.0,2797.0,576.0,464.0,1935.0,788.0,6513.0,1449.0,15999.0,2691.0,0.8694338638142447,0.0030054787372815026,0.010096530133055049,0.03398382468040699,0.08348030263501174
0500000US18163,"Vanderburgh County, Indiana",180387.0,*****,171211.0,1882.0,306.0,314.0,1426.0,927.0,2170.0,767.0,5274.0,1471.0,0.949131589305216,0.0016963528413910093,0.007905225986351566,0.01202969171836108,0.029237140148680337
0500000US18167,"Vigo County, Indiana",106166.0,*****,102463.0,999.0,63.0,104.0,427.0,376.0,1163.0,521.0,2050.0,846.0,0.9651206600983365,0.0005934103196880358,0.004022003277885575,0.010954542885669612,0.01930938341842021
0500000US18173,"Warrick County, Indiana",66339.0,*****,64181.0,601.0,0.0,211.0,98.0,114.0,1209.0,526.0,851.0,372.0,0.9674701156182638,0.0,0.0014772607365199958,0.018224573780129337,0.012828049865086903
0500000US18177,"Wayne County, Indiana",66410.0,*****,64857.0,493.0,306.0,276.0,110.0,176.0,376.0,248.0,761.0,483.0,0.9766149676253576,0.004607739798223159,0.001656377051648848,0.0056617979219996985,0.011459117602770666
0500000US19013,"Black Hawk County, Iowa",132348.0,*****,120987.0,2024.0,5.0,3.0,1565.0,1074.0,3535.0,986.0,6256.0,1611.0,0.9141581285701332,3.777918820080394e-05,0.011824885906851634,0.026709886057968386,0.04726932027684589
0500000US19049,"Dallas County, Iowa",115343.0,*****,101607.0,2731.0,47.0,79.0,844.0,813.0,6736.0,2353.0,6109.0,2054.0,0.8809117154920542,0.00040748029789410716,0.007317305774949498,0.058399729502440545,0.05296376893266171
0500000US19061,"Dubuque County, Iowa",99242.0,*****,94844.0,1005.0,272.0,441.0,630.0,415.0,1213.0,751.0,2283.0,1124.0,0.9556840853670825,0.002740775075069023,0.006348118740049576,0.012222647669333548,0.023004373148465367
0500000US19103,"Johnson County, Iowa",160080.0,*****,141684.0,3205.0,470.0,560.0,1684.0,1221.0,6881.0,1426.0,9361.0,2678.0,0.8850824587706146,0.002936031984007996,0.010519740129935033,0.042984757621189404,0.05847701149425287
0500000US19113,"Linn County, Iowa",231762.0,*****,213574.0,3167.0,52.0,75.0,2396.0,1383.0,9564.0,2658.0,6176.0,1981.0,0.9215229416384049,0.00022436810175956368,0.010338191765690665,0.041266471639008984,0.026648026855135874
0500000US19153,"Polk County, Iowa",516185.0,*****,455203.0,4886.0,4874.0,2660.0,4266.0,1650.0,24670.0,2909.0,27172.0,4353.0,0.8818601857861038,0.00944235109505313,0.008264478820577894,0.04779294245280277,0.052640041845462386
0500000US19155,"Pottawattamie County, Iowa",93529.0,*****,88620.0,1106.0,96.0,177.0,945.0,562.0,1495.0,502.0,2373.0,858.0,0.94751360540581,0.0010264196131681083,0.010103818067123566,0.015984347100899188,0.025371809812999177
0500000US19163,"Scott County, Iowa",175601.0,*****,163663.0,3175.0,0.0,174.0,1024.0,433.0,5713.0,2608.0,5201.0,2587.0,0.9320163324810223,0.0,0.005831401871287749,0.0325339832916669,0.02961828235602303
0500000US19169,"Story County, Iowa",102498.0,*****,92308.0,1426.0,816.0,959.0,450.0,234.0,2521.0,729.0,6403.0,1217.0,0.9005834260180686,0.007961130948896564,0.004390329567406193,0.02459560186540225,0.062469511600226346
0500000US19193,"Woodbury County, Iowa",107257.0,*****,94137.0,1583.0,157.0,106.0,591.0,469.0,4127.0,1293.0,8245.0,1978.0,0.8776769814557558,0.0014637739261773124,0.005510129874973195,0.03847767511677559,0.0768714396263181
0500000US20015,"Butler County, Kansas",69158.0,*****,65417.0,904.0,77.0,75.0,915.0,515.0,884.0,427.0,1865.0,795.0,0.9459064750281964,0.0011133925214725701,0.013230573469446774,0.012782324532230544,0.026967234448653808
0500000US20045,"Douglas County, Kansas",121989.0,*****,111891.0,1846.0,51.0,88.0,1933.0,962.0,4102.0,1749.0,4012.0,1501.0,0.9172220446105797,0.0004180704817647493,0.015845691004926672,0.033625982670568655,0.03288821123216028
0500000US20091,"Johnson County, Kansas",632276.0,*****,562044.0,4699.0,1547.0,712.0,7229.0,2431.0,30553.0,3671.0,30903.0,4210.0,0.8889219265004523,0.0024467163074353604,0.011433298116645263,0.048322251674901465,0.048875807400565574
0500000US20103,"Leavenworth County, Kansas",84670.0,*****,79763.0,1205.0,510.0,672.0,1310.0,621.0,1795.0,850.0,1292.0,640.0,0.9420455887563481,0.006023384906106059,0.015471831817644974,0.021199952757765442,0.01525924176213535
0500000US20161,"Riley County, Kansas",72557.0,*****,67686.0,818.0,54.0,72.0,515.0,473.0,2016.0,921.0,2286.0,747.0,0.932866573866064,0.0007442424576539824,0.007097867883181498,0.027785051752415343,0.03150626404068525
0500000US20173,"Sedgwick County, Kansas",536081.0,*****,477534.0,4268.0,1272.0,1252.0,6238.0,2221.0,24077.0,2788.0,26960.0,3411.0,0.8907870265874,0.0023727757559025594,0.011636301230597616,0.04491298889533485,0.05029090753076494
0500000US20177,"Shawnee County, Kansas",177942.0,*****,170616.0,1378.0,0.0,189.0,897.0,524.0,2442.0,810.0,3987.0,1206.0,0.9588292814512595,0.0,0.005040968405435479,0.0137235728495802,0.022406177293724922
0500000US20209,"Wyandotte County, Kansas",169418.0,*****,133771.0,3644.0,2081.0,1258.0,1817.0,865.0,10670.0,1869.0,21079.0,3563.0,0.789591424760061,0.012283228464507903,0.010724952484387727,0.06298032086319046,0.12442007342785301
0500000US21015,"Boone County, Kentucky",144135.0,*****,133908.0,1883.0,1488.0,1651.0,1017.0,596.0,4084.0,958.0,3638.0,1310.0,0.9290456863357269,0.010323654906858154,0.007055885107711521,0.02833454747285531,0.025240226176848093
0500000US21029,"Bullitt County, Kentucky",85802.0,*****,84100.0,718.0,0.0,208.0,280.0,204.0,583.0,405.0,839.0,477.0,0.9801636325493578,0.0,0.0032633271951702757,0.0067947134099438245,0.009778326845528077
0500000US21037,"Campbell County, Kentucky",94008.0,*****,90328.0,1274.0,82.0,121.0,445.0,376.0,843.0,535.0,2310.0,1155.0,0.9608543953706068,0.0008722661901114798,0.004733639690239128,0.008967321930048507,0.02457237681899413
0500000US21047,"Christian County, Kentucky",71006.0,*****,66873.0,1231.0,600.0,531.0,1284.0,647.0,1207.0,583.0,1042.0,687.0,0.9417936512407402,0.008449990141678168,0.018082978903191278,0.016998563501675914,0.01467481621271442
0500000US21059,"Daviess County, Kentucky",104457.0,*****,98625.0,1490.0,0.0,208.0,950.0,636.0,1553.0,744.0,3329.0,1707.0,0.9441684137970648,0.0,0.009094651387652336,0.014867361689499028,0.03186957312578381
0500000US21067,"Fayette County, Kentucky",329437.0,*****,280844.0,4018.0,265.0,302.0,3863.0,1195.0,13802.0,2413.0,30663.0,3354.0,0.8524968355102797,0.0008044026627245877,0.011726065985302197,0.041895719060093435,0.09307697678160012
0500000US21093,"Hardin County, Kentucky",112826.0,*****,104596.0,1255.0,209.0,234.0,2443.0,782.0,3783.0,818.0,1795.0,613.0,0.9270558204669137,0.0018524099055182315,0.02165281052239732,0.03352950561040895,0.015909453494761847
0500000US21111,"Jefferson County, Kentucky",793881.0,*****,691697.0,9298.0,2051.0,1010.0,8729.0,2047.0,31098.0,3716.0,60306.0,8751.0,0.8712854949293408,0.002583510626907559,0.010995350688579271,0.03917211773552963,0.07596352601964275
0500000US21117,"Kenton County, Kentucky",174862.0,*****,164858.0,1923.0,0.0,208.0,1268.0,654.0,4468.0,1257.0,4268.0,1253.0,0.9427891708890439,0.0,0.007251432558245931,0.025551577815648912,0.024407818737061226
0500000US21145,"McCracken County, Kentucky",67550.0,*****,64530.0,1166.0,182.0,204.0,1576.0,839.0,908.0,546.0,354.0,327.0,0.9552923760177646,0.002694300518134715,0.023330866025166545,0.013441894892672095,0.0052405625462620285
0500000US21151,"Madison County, Kentucky",99582.0,*****,96640.0,776.0,681.0,446.0,568.0,311.0,907.0,577.0,786.0,411.0,0.970456508204294,0.0068385852864975595,0.005703842059810006,0.009108071739872667,0.007892992709525818
0500000US21185,"Oldham County, Kentucky",70525.0,*****,66620.0,917.0,0.0,208.0,713.0,366.0,1423.0,559.0,1769.0,842.0,0.9446295639844027,0.0,0.01010989010989011,0.020177242112725983,0.025083303792981213
0500000US21199,"Pulaski County, Kentucky",66842.0,*****,65015.0,482.0,68.0,100.0,66.0,107.0,723.0,461.0,970.0,588.0,0.9726668860895844,0.0010173244367313965,0.0009874031297687083,0.01081655246701176,0.014511833876903742
0500000US21227,"Warren County, Kentucky",147936.0,*****,126590.0,3129.0,0.0,208.0,2922.0,1548.0,9151.0,2564.0,9273.0,2881.0,0.8557078736751027,0.0,0.019751784555483452,0.061857830413151633,0.06268251135626217
0500000US22005,"Ascension Parish, Louisiana",133534.0,*****,126108.0,2033.0,783.0,857.0,1604.0,1248.0,2255.0,1371.0,2784.0,2213.0,0.9443886950140039,0.005863675168870849,0.012011922057303758,0.01688708493716956,0.02084862282265191
0500000US22015,"Bossier Parish, Louisiana",131102.0,*****,123415.0,1818.0,37.0,66.0,1269.0,727.0,3134.0,1053.0,3247.0,1506.0,0.9413662644353251,0.0002822230019374228,0.0096794862015835,0.02390505102896981,0.0247669753321841
0500000US22017,"Caddo Parish, Louisiana",224893.0,*****,217043.0,1740.0,152.0,182.0,707.0,492.0,3538.0,1286.0,3453.0,1407.0,0.965094511612189,0.0006758769726047498,0.0031437172344181454,0.01573192584918161,0.015353968331606587
0500000US22019,"Calcasieu Parish, Louisiana",206861.0,*****,196796.0,1498.0,196.0,166.0,1910.0,880.0,2726.0,770.0,5233.0,1432.0,0.9513441393012699,0.0009474961447542069,0.009233253247349669,0.013177931074489634,0.025297180232136555
0500000US22033,"East Baton Rouge Parish, Louisiana",453022.0,*****,415148.0,4330.0,957.0,709.0,1729.0,924.0,12256.0,2375.0,22932.0,3914.0,0.9163969961723714,0.002112480188600112,0.00381659168870386,0.027053873763305092,0.05062005818701962
0500000US22045,"Iberia Parish, Louisiana",67540.0,*****,65968.0,792.0,0.0,224.0,0.0,224.0,602.0,435.0,970.0,611.0,0.9767249037607344,0.0,0.0,0.008913236600533017,0.014361859638732603
0500000US22051,"Jefferson Parish, Louisiana",427253.0,*****,358168.0,5104.0,277.0,227.0,4365.0,1420.0,26448.0,2869.0,37995.0,4683.0,0.8383042365998601,0.0006483278057731602,0.010216429141515682,0.061902432516565124,0.08892857393628599
0500000US22055,"Lafayette Parish, Louisiana",254241.0,*****,238004.0,2576.0,1153.0,1199.0,733.0,561.0,4409.0,1078.0,9942.0,2469.0,0.93613539908984,0.004535067121353362,0.0028830912402012265,0.017341813476189915,0.03910462907241554
0500000US22057,"Lafourche Parish, Louisiana",95342.0,*****,92659.0,1193.0,87.0,4.0,105.0,130.0,895.0,520.0,1596.0,1049.0,0.9718592016110423,0.0009125044576367183,0.00110129848335466,0.009387258500975436,0.016739736946990835
0500000US22063,"Livingston Parish, Louisiana",152886.0,*****,147901.0,1375.0,77.0,134.0,755.0,721.0,1016.0,609.0,3137.0,1231.0,0.9673940059913922,0.0005036432374448936,0.004938320055466164,0.006645474405766388,0.020518556309930276
0500000US22071,"Orleans Parish, Louisiana",362701.0,*****,336526.0,2690.0,658.0,404.0,2100.0,821.0,11461.0,1370.0,11956.0,2697.0,0.9278331187396781,0.0018141664897532678,0.005789893052404046,0.031599030606477514,0.032963791111687034
0500000US22073,"Ouachita Parish, Louisiana",157874.0,*****,152925.0,1460.0,86.0,156.0,813.0,648.0,1958.0,924.0,2092.0,1051.0,0.9686522163244106,0.0005447382089514423,0.005149676324157239,0.01240229550147586,0.013251073641004852
0500000US22079,"Rapides Parish, Louisiana",125899.0,*****,121773.0,998.0,30.0,50.0,394.0,309.0,1285.0,608.0,2417.0,935.0,0.9672276983931564,0.00023828624532363244,0.003129492688583706,0.010206594174695589,0.019197928498240653
0500000US22103,"St. Tammany Parish, Louisiana",277615.0,*****,260872.0,2122.0,641.0,457.0,2929.0,1403.0,6260.0,1155.0,6913.0,1776.0,0.9396898582569385,0.0023089530464852404,0.010550582641427877,0.022549213839309835,0.02490139221583848
0500000US22105,"Tangipahoa Parish, Louisiana",139823.0,*****,134661.0,1605.0,71.0,121.0,179.0,171.0,1103.0,354.0,3809.0,1645.0,0.9630818963975883,0.0005077848422648635,0.0012801899544424022,0.007888544803072457,0.027241584002631897
0500000US22109,"Terrebonne Parish, Louisiana",103864.0,*****,98462.0,1054.0,256.0,330.0,912.0,718.0,1562.0,700.0,2672.0,760.0,0.9479896788107525,0.0024647616113379033,0.00878071324039128,0.015038897019178927,0.025725949318339367
0500000US23001,"Androscoggin County, Maine",115272.0,*****,105371.0,1740.0,335.0,392.0,603.0,362.0,4588.0,1723.0,4375.0,1353.0,0.9141075022555347,0.002906169755014227,0.005231105559025609,0.039801512943299325,0.0379537094871261
0500000US23003,"Aroostook County, Maine",66776.0,*****,62628.0,964.0,25.0,45.0,1233.0,563.0,1572.0,500.0,1318.0,469.0,0.9378818737270875,0.0003743860069486043,0.018464717862705163,0.02354139211692824,0.019737630286330417
0500000US23005,"Cumberland County, Maine",313809.0,*****,284084.0,3625.0,336.0,253.0,3839.0,1085.0,12044.0,2499.0,13506.0,2460.0,0.9052767766380186,0.0010707149890538511,0.012233556080290878,0.038380033714775545,0.04303891857786105
0500000US23011,"Kennebec County, Maine",128461.0,*****,124125.0,1042.0,51.0,84.0,567.0,295.0,1548.0,851.0,2170.0,678.0,0.9662465651053627,0.00039700765212788316,0.004413790956009995,0.012050349911646337,0.016892286374853068
0500000US23019,"Penobscot County, Maine",156840.0,*****,150089.0,1636.0,124.0,207.0,1196.0,601.0,2746.0,998.0,2685.0,1128.0,0.9569561336393777,0.0007906146391226728,0.00762560571282836,0.01750828870186177,0.017119357306809486
0500000US23031,"York County, Maine",220143.0,*****,210085.0,1769.0,235.0,345.0,1495.0,722.0,4212.0,1095.0,4116.0,1644.0,0.9543115156966154,0.0010674879510136593,0.006791040369214556,0.01913301808370014,0.018696937899456263
0500000US24001,"Allegany County, Maryland",67097.0,*****,65978.0,590.0,78.0,150.0,204.0,255.0,372.0,281.0,465.0,337.0,0.9833226522795356,0.0011624960877535508,0.0030403743833554405,0.005544212110824627,0.006930265138530784
0500000US24003,"Anne Arundel County, Maryland",602350.0,*****,526052.0,7072.0,3065.0,1420.0,11416.0,2628.0,36422.0,4728.0,25395.0,4180.0,0.8733327799452145,0.005088403751971445,0.018952436291192826,0.06046650618411223,0.04215987382750892
0500000US24005,"Baltimore County, Maryland",852425.0,*****,720643.0,8098.0,2743.0,1521.0,11103.0,2821.0,73409.0,6739.0,44527.0,5681.0,0.8454034079244508,0.003217878405724844,0.013025192832213978,0.08611784027920345,0.0522356805584069
0500000US24009,"Calvert County, Maryland",94913.0,*****,87998.0,1714.0,659.0,694.0,1788.0,817.0,3125.0,858.0,1343.0,847.0,0.9271438053796635,0.006943200615300327,0.018838304552590265,0.03292488910897348,0.014149800343472444
0500000US24013,"Carroll County, Maryland",177108.0,*****,163891.0,2300.0,105.0,130.0,2709.0,1263.0,6427.0,1578.0,3976.0,1345.0,0.9253732186010796,0.0005928585947557423,0.01529575174469815,0.03628859227138243,0.022449578788084106
0500000US24015,"Cecil County, Maryland",106305.0,*****,100709.0,1601.0,0.0,228.0,1181.0,716.0,3023.0,1197.0,1392.0,850.0,0.9473590141573773,0.0,0.011109543295235407,0.028437044353511125,0.013094398193876111
0500000US24017,"Charles County, Maryland",174478.0,*****,158141.0,2353.0,722.0,429.0,3176.0,1052.0,7346.0,1649.0,5093.0,1673.0,0.9063664186888891,0.004138057520145806,0.018202867983356068,0.042102729283921184,0.0291899265236878
0500000US24021,"Frederick County, Maryland",299317.0,*****,248971.0,4011.0,1483.0,1045.0,3603.0,1042.0,26922.0,3076.0,18338.0,3372.0,0.8317970579686419,0.004954613336362452,0.012037405159078836,0.08994477426942005,0.061266149266496726
0500000US24025,"Harford County, Maryland",265514.0,*****,243442.0,2875.0,2611.0,1155.0,3595.0,1257.0,12370.0,2312.0,3496.0,1460.0,0.9168706734861438,0.009833756412091265,0.013539775680378436,0.04658888043568324,0.013166913985703202
0500000US24027,"Howard County, Maryland",339668.0,*****,250007.0,5469.0,2322.0,1296.0,6456.0,1484.0,51564.0,4446.0,29319.0,4088.0,0.7360334208697905,0.006836087002602542,0.0190067948702851,0.15180705865727712,0.08631663860004475
0500000US24031,"Montgomery County, Maryland",1082273.0,*****,693715.0,11749.0,5776.0,1978.0,18069.0,3011.0,210215.0,8305.0,154498.0,11299.0,0.6409796788795433,0.005336915916778854,0.016695417884397004,0.19423472635832179,0.14275326096095903
0500000US24033,"Prince George's County, Maryland",966629.0,*****,699438.0,12288.0,2849.0,1330.0,13373.0,3549.0,109365.0,8016.0,141604.0,10597.0,0.7235847465780563,0.00294735622457013,0.013834677006379904,0.11314061547915488,0.14649260471183878
0500000US24037,"St. Mary's County, Maryland",116469.0,*****,109359.0,1540.0,216.0,374.0,1978.0,809.0,3247.0,1040.0,1669.0,844.0,0.9389537130051774,0.0018545707441465112,0.016983059870008328,0.027878662991869082,0.014329993388798735
0500000US24043,"Washington County, Maryland",157228.0,*****,142588.0,2319.0,61.0,82.0,1173.0,625.0,5906.0,1417.0,7500.0,2194.0,0.9068868140534765,0.00038797160811051466,0.00746050321825629,0.03756328389345409,0.04770142722670262
0500000US24045,"Wicomico County, Maryland",106329.0,*****,94895.0,2071.0,681.0,757.0,1040.0,970.0,6693.0,1340.0,3020.0,1349.0,0.8924658371657779,0.006404649719267556,0.009780962860555445,0.06294613887086307,0.028402411383536007
0500000US24510,"Baltimore city, Maryland",568271.0,*****,496464.0,6577.0,3085.0,1879.0,8575.0,2181.0,24828.0,3477.0,35319.0,5684.0,0.8736395135419545,0.005428747903729031,0.015089631531434826,0.04369042235130774,0.06215168467157395
0500000US25001,"Barnstable County, Massachusetts",232570.0,*****,208424.0,3293.0,316.0,310.0,4178.0,2006.0,12889.0,2138.0,6763.0,2787.0,0.8961774949477577,0.0013587307047340585,0.01796448381132562,0.055419873586447094,0.029079416949735565
0500000US25003,"Berkshire County, Massachusetts",128726.0,*****,118329.0,2171.0,927.0,584.0,1449.0,1006.0,3001.0,802.0,5020.0,1990.0,0.9192315460746081,0.007201342386153536,0.011256467224958438,0.023313083603933936,0.038997560710346005
