geography,geographic_area_name,estimate_,margin_of_error_,estimate_citizen_born_in_us,margin_of_error_citizen_born_in_us,estimate_citizen_born_in_puerto_rico_orisland_areas,margin_of_error_citizen_born_in_puerto_rico_orisland_areas,estimate_citizen_born_abroad_of_american_parent_s_,margin_of_error_citizen_born_abroad_of_american_parent_s_,estimate_citizen_by_naturalization,margin_of_error_citizen_by_naturalization,estimate_not_a_citizen,margin_of_error_not_a_citizen,prop_citizen_born_in_us,prop_citizen_born_in_puerto_rico_orisland_areas,prop_citizen_born_abroad_of_american_parent_s_,prop_citizen_by_naturalization,prop_not_a_citizen
0500000US33005,"Cheshire County, New Hampshire",78078.0,*****,73947.0,1067.0,364.0,298.0,1011.0,508.0,2269.0,832.0,487.0,367.0,0.9470913701682933,0.004662004662004662,0.012948589871666794,0.029060682906836752,0.006237352391198545
0500000US33009,"Grafton County, New Hampshire",93045.0,*****,87834.0,1219.0,82.0,148.0,896.0,457.0,2622.0,853.0,1611.0,803.0,0.9439948412058681,0.0008812939975280778,0.00962974904616046,0.028179912945349026,0.017314202805094308
0500000US33011,"Hillsborough County, New Hampshire",430462.0,*****,380796.0,4002.0,3749.0,1240.0,4007.0,1384.0,23596.0,3179.0,18314.0,2895.0,0.8846216390761554,0.00870924727385925,0.00930860331457829,0.054815523786071706,0.04254498654933536
0500000US33013,"Merrimack County, New Hampshire",157869.0,*****,150629.0,1603.0,194.0,258.0,747.0,375.0,4315.0,1131.0,1984.0,950.0,0.9541391913548575,0.0012288669719830998,0.004731771278718431,0.027332788577871525,0.012567381816569434
0500000US33015,"Rockingham County, New Hampshire",322433.0,*****,301493.0,2534.0,260.0,264.0,2900.0,1027.0,12248.0,2017.0,5532.0,1927.0,0.9350562752571853,0.000806369075125685,0.008994116607171102,0.03798618627745919,0.017157052783058804
0500000US33017,"Strafford County, New Hampshire",134202.0,*****,125816.0,2216.0,100.0,135.0,1235.0,568.0,4588.0,1792.0,2463.0,1060.0,0.9375121086123903,0.0007451453778632211,0.00920254541661078,0.03418726993636458,0.018352930656771137
0500000US34001,"Atlantic County, New Jersey",279114.0,*****,221107.0,4536.0,5689.0,1966.0,4658.0,1901.0,27821.0,3284.0,19839.0,4261.0,0.7921745236713315,0.02038235273042556,0.016688521536003212,0.09967611800196335,0.07107848406027645
0500000US34003,"Bergen County, New Jersey",978641.0,*****,636537.0,10886.0,3746.0,999.0,13926.0,2982.0,213307.0,7763.0,111125.0,9313.0,0.6504295242075491,0.0038277570631109876,0.014229937229280195,0.21796246018713705,0.11355032131292271
0500000US34005,"Burlington County, New Jersey",475515.0,*****,412222.0,5379.0,4140.0,1269.0,5337.0,1899.0,34558.0,3822.0,19258.0,3489.0,0.8668958918225503,0.008706349957414592,0.01122362070597142,0.07267488933051533,0.040499248183548366
0500000US34007,"Camden County, New Jersey",533988.0,*****,451738.0,5734.0,13825.0,2270.0,4828.0,1788.0,37780.0,3939.0,25817.0,4693.0,0.8459703214304441,0.025890094908499816,0.009041401679438489,0.07075065357273946,0.0483475284088781
0500000US34009,"Cape May County, New Jersey",93875.0,*****,88979.0,1249.0,570.0,341.0,457.0,391.0,2123.0,709.0,1746.0,1028.0,0.9478455392809587,0.006071904127829561,0.004868175765645805,0.022615179760319574,0.01859920106524634
0500000US34011,"Cumberland County, New Jersey",155678.0,*****,126526.0,3144.0,8065.0,1712.0,2180.0,1593.0,7776.0,2107.0,11131.0,2321.0,0.8127416847595679,0.05180565012397385,0.014003263145723865,0.04994925422988476,0.0715001477408497
0500000US34013,"Essex County, New Jersey",881527.0,*****,567152.0,11807.0,17060.0,3062.0,16751.0,3806.0,140167.0,8736.0,140397.0,9509.0,0.6433745080978801,0.019352782160954797,0.0190022540432681,0.15900477240061847,0.15926568329727847
0500000US34015,"Gloucester County, New Jersey",311783.0,*****,287490.0,2951.0,1000.0,606.0,2753.0,1126.0,11951.0,1758.0,8589.0,2179.0,0.9220836286776379,0.0032073589644079376,0.008829859229015052,0.038331146983639264,0.027548006145299776
0500000US34017,"Hudson County, New Jersey",736185.0,*****,384361.0,8334.0,13595.0,2658.0,8149.0,1732.0,159424.0,8251.0,170656.0,9020.0,0.5220983855960118,0.018466825594110177,0.01106922852272187,0.21655426285512472,0.23181129743203135
0500000US34019,"Hunterdon County, New Jersey",131708.0,*****,117267.0,2104.0,402.0,339.0,874.0,525.0,9634.0,1632.0,3531.0,1456.0,0.8903559388951316,0.0030522063959668357,0.006635891517599538,0.07314665775807089,0.02680930543323109
0500000US34021,"Mercer County, New Jersey",392138.0,*****,268641.0,6597.0,5346.0,1741.0,6183.0,2081.0,50792.0,4962.0,61176.0,5877.0,0.6850675017468341,0.013632955745171343,0.015767408412344634,0.12952583019243225,0.15600630390321774
0500000US34023,"Middlesex County, New Jersey",890119.0,*****,546869.0,8797.0,10195.0,2604.0,8744.0,2379.0,186523.0,8516.0,137788.0,8574.0,0.6143774034707719,0.011453524753431844,0.009823405634527518,0.2095483862270101,0.15479727991425865
0500000US34025,"Monmouth County, New Jersey",647520.0,*****,547177.0,6654.0,3318.0,1305.0,4831.0,1585.0,58858.0,4325.0,33336.0,4866.0,0.8450349023968372,0.00512416604892513,0.00746077341240425,0.09089757845317518,0.05148257968865826
0500000US34027,"Morris County, New Jersey",523053.0,*****,404878.0,6065.0,4178.0,2734.0,5829.0,1565.0,69197.0,4873.0,38971.0,5134.0,0.774066872764328,0.007987718261820504,0.011144186153219654,0.13229443287773895,0.07450678994289298
0500000US34029,"Ocean County, New Jersey",666434.0,*****,603437.0,5284.0,4545.0,1353.0,8731.0,2911.0,29952.0,3272.0,19769.0,3879.0,0.9054715095568353,0.00681988013816822,0.013101072274223705,0.04494368534618582,0.02966385268458692
0500000US34031,"Passaic County, New Jersey",526597.0,*****,321124.0,7455.0,10224.0,2381.0,5957.0,1480.0,102197.0,6374.0,87095.0,6653.0,0.6098097786352752,0.019415226444510696,0.011312255861693097,0.194070608074106,0.16539213098441502
0500000US34033,"Salem County, New Jersey",65874.0,*****,63366.0,759.0,968.0,627.0,191.0,208.0,802.0,580.0,547.0,403.0,0.9619273157846798,0.014694720223456902,0.002899474754834988,0.012174757871087228,0.00830373136594104
0500000US34035,"Somerset County, New Jersey",357467.0,*****,245003.0,5952.0,2956.0,1222.0,4933.0,1861.0,63104.0,4455.0,41471.0,5933.0,0.6853863433547712,0.008269294788050366,0.013799875233238314,0.17653098048211444,0.11601350614182568
0500000US34037,"Sussex County, New Jersey",147444.0,*****,132405.0,1874.0,497.0,323.0,732.0,515.0,9076.0,1668.0,4734.0,1170.0,0.8980019532839587,0.0033707712758742304,0.00496459672824937,0.06155557364151813,0.03210710507039961
0500000US34039,"Union County, New Jersey",594160.0,*****,365216.0,8775.0,6735.0,2099.0,9880.0,2605.0,104636.0,6799.0,107693.0,7801.0,0.6146761814999326,0.011335330550693416,0.01662851757102464,0.17610744580584353,0.18125252457250574
0500000US34041,"Warren County, New Jersey",112031.0,*****,98770.0,1859.0,646.0,556.0,538.0,289.0,7761.0,1524.0,4316.0,1488.0,0.8816309771402558,0.0057662611241531365,0.00480224223652382,0.06927546839714008,0.038525051101927145
0500000US35001,"Bernalillo County, New Mexico",671747.0,*****,584015.0,7238.0,845.0,437.0,9247.0,2781.0,31243.0,3042.0,46397.0,6413.0,0.8693972581939331,0.0012579140658611054,0.013765599250908452,0.046510070011477535,0.06906915847781978
0500000US35013,"Doña Ana County, New Mexico",229366.0,*****,194618.0,4668.0,193.0,177.0,4071.0,2092.0,13607.0,2395.0,16877.0,2895.0,0.8485041374920432,0.0008414499097512273,0.017748925298431327,0.05932439855950751,0.07358108874026664
0500000US35025,"Lea County, New Mexico",75151.0,*****,59042.0,2973.0,0.0,216.0,1406.0,1049.0,4298.0,1405.0,10405.0,2234.0,0.7856449015981158,0.0,0.018708999214913972,0.057191521070910564,0.13845457811605966
0500000US35031,"McKinley County, New Mexico",68945.0,*****,67624.0,395.0,0.0,216.0,84.0,99.0,326.0,289.0,911.0,407.0,0.9808397998404526,0.0,0.0012183624628326927,0.004728406700993545,0.013213430995721228
0500000US35035,"Otero County, New Mexico",69711.0,*****,61764.0,2447.0,0.0,216.0,1404.0,693.0,3241.0,1365.0,3302.0,1737.0,0.8860007746266729,0.0,0.02014029349743943,0.046491945317094864,0.04736698655879273
0500000US35043,"Sandoval County, New Mexico",157757.0,*****,146613.0,2638.0,27.0,47.0,982.0,660.0,6063.0,1653.0,4072.0,1958.0,0.9293597114549592,0.00017114929923870255,0.00622476340194096,0.03843252597349087,0.025811849870370253
0500000US35045,"San Juan County, New Mexico",120817.0,*****,117286.0,1049.0,0.0,216.0,289.0,229.0,1108.0,565.0,2134.0,980.0,0.9707739804828791,0.0,0.002392047476762376,0.00917089482440385,0.017663077215954708
0500000US35049,"Santa Fe County, New Mexico",157765.0,*****,137404.0,2559.0,58.0,106.0,1867.0,678.0,8291.0,1462.0,10145.0,1985.0,0.8709409564859126,0.0003676354070928279,0.011834056983488099,0.052552847589769594,0.06430450353373689
0500000US35061,"Valencia County, New Mexico",80813.0,*****,72702.0,2195.0,90.0,163.0,290.0,222.0,3708.0,1375.0,4023.0,1227.0,0.8996324848724834,0.0011136822045957953,0.003588531548142007,0.04588370682934676,0.049781594545432045
0500000US36001,"Albany County, New York",319964.0,*****,272468.0,4250.0,3401.0,1623.0,1523.0,700.0,24375.0,3689.0,18197.0,2896.0,0.8515583003087848,0.010629320798589841,0.004759910489930117,0.07618044530009627,0.05687202310259904
0500000US36005,"Bronx County, New York",1384724.0,*****,793876.0,13875.0,57643.0,4418.0,52963.0,5952.0,265812.0,11232.0,214430.0,10713.0,0.5733099159110407,0.04162779008668876,0.038248055208113675,0.19196027511619643,0.15485396367796037
0500000US36007,"Broome County, New York",196397.0,*****,181321.0,1946.0,533.0,390.0,1242.0,612.0,6736.0,1377.0,6565.0,1486.0,0.923237116656568,0.0027138907417119406,0.006323925518210563,0.034297876240472105,0.033427190843037316
0500000US36009,"Cattaraugus County, New York",75475.0,*****,73839.0,595.0,85.0,132.0,108.0,124.0,902.0,189.0,541.0,516.0,0.9783239483272607,0.0011262007287181186,0.0014309373964889035,0.011950977144749917,0.007167936402782378
0500000US36011,"Cayuga County, New York",74567.0,*****,70950.0,906.0,34.0,58.0,708.0,421.0,1236.0,573.0,1639.0,689.0,0.9514932879155659,0.00045596577574530286,0.009494816741990425,0.016575697024152774,0.02198023254254563
0500000US36013,"Chautauqua County, New York",124105.0,*****,117818.0,1428.0,2636.0,1061.0,256.0,192.0,1347.0,528.0,2048.0,844.0,0.9493412835905081,0.02124007896539221,0.002062769429112445,0.010853712582087748,0.01650215543289956
0500000US36015,"Chemung County, New York",81115.0,*****,77736.0,752.0,273.0,209.0,216.0,186.0,1676.0,715.0,1214.0,471.0,0.95834309313937,0.003365592060654626,0.0026628860260124515,0.020662023053689207,0.014966405720273685
0500000US36019,"Clinton County, New York",77871.0,*****,72953.0,878.0,311.0,203.0,799.0,470.0,2196.0,574.0,1612.0,533.0,0.936844268084396,0.003993784592467029,0.010260559129842946,0.028200485418191625,0.020700902775102413
0500000US36027,"Dutchess County, New York",299963.0,*****,259628.0,3445.0,2029.0,656.0,3639.0,1663.0,22362.0,2312.0,12305.0,2516.0,0.8655334157879472,0.006764167580668282,0.01213149621786687,0.07454919440064274,0.04102172601287492
0500000US36029,"Erie County, New York",950602.0,*****,852112.0,6446.0,10104.0,2264.0,8382.0,2273.0,51831.0,4939.0,28173.0,4262.0,0.8963919705618124,0.010629054009985251,0.008817570339637409,0.05452439611951163,0.029637008969053295
0500000US36045,"Jefferson County, New York",113140.0,*****,106375.0,1833.0,986.0,985.0,1643.0,682.0,2678.0,754.0,1458.0,717.0,0.9402068234046315,0.008714866537033763,0.014521831359377763,0.023669789641152555,0.01288668905780449
0500000US36047,"Kings County, New York",2617631.0,*****,1604447.0,18576.0,33535.0,3905.0,45531.0,4631.0,571106.0,15234.0,363012.0,13771.0,0.6129385692635823,0.012811202190071863,0.017393971877625227,0.21817666431976088,0.1386795923489598
0500000US36053,"Madison County, New York",67072.0,*****,64501.0,477.0,74.0,85.0,369.0,189.0,1093.0,299.0,1035.0,321.0,0.9616680582061069,0.0011032919847328245,0.005501550572519084,0.01629592080152672,0.015431178435114504
0500000US36055,"Monroe County, New York",752202.0,*****,667934.0,5091.0,15118.0,2796.0,5011.0,1210.0,40224.0,3723.0,23915.0,3662.0,0.8879715821016163,0.02009832465215461,0.006661774363801213,0.053474997407611254,0.0317933214748166
0500000US36059,"Nassau County, New York",1392438.0,*****,1022733.0,9470.0,7530.0,2011.0,15408.0,2855.0,232214.0,8559.0,114553.0,8325.0,0.7344908714068418,0.0054077811723035425,0.011065483705558165,0.16676792790774167,0.0822679358075548
0500000US36061,"New York County, New York",1660664.0,*****,1147862.0,16281.0,24957.0,4495.0,24910.0,3690.0,257468.0,13084.0,205467.0,12917.0,0.6912066498701724,0.015028326018989995,0.015000024086750842,0.15503918914361967,0.1237258108804671
0500000US36063,"Niagara County, New York",209570.0,*****,195246.0,2433.0,668.0,568.0,2286.0,1150.0,5295.0,1278.0,6075.0,1782.0,0.9316505224984492,0.0031874791239204087,0.0109080498162905,0.025266020899937968,0.02898792766140192
0500000US36065,"Oneida County, New York",228347.0,*****,205309.0,3968.0,2353.0,1072.0,1460.0,779.0,12297.0,1888.0,6928.0,3424.0,0.8991096883252243,0.010304492723793175,0.006393777890666398,0.0538522511791265,0.030339789881189592
0500000US36067,"Onondaga County, New York",469812.0,*****,416742.0,5326.0,3402.0,1388.0,5182.0,2020.0,22541.0,3372.0,21945.0,4370.0,0.8870399223519195,0.007241194350080458,0.011029943892450596,0.047978765974474896,0.04671017343107456
0500000US36069,"Ontario County, New York",113012.0,*****,105968.0,1418.0,812.0,727.0,586.0,359.0,3148.0,955.0,2498.0,1144.0,0.9376703358935334,0.007185077690864687,0.005185290057692988,0.0278554489788695,0.022103847379039393
0500000US36071,"Orange County, New York",411767.0,*****,342777.0,5846.0,3575.0,1093.0,6264.0,1588.0,36392.0,4009.0,22759.0,3575.0,0.8324537906145951,0.008682094485473581,0.015212486673288535,0.088380079025274,0.05527154920136874
0500000US36075,"Oswego County, New York",118305.0,*****,115008.0,790.0,315.0,295.0,736.0,460.0,1431.0,582.0,815.0,434.0,0.9721313553949538,0.0026626093571700264,0.006221207894848062,0.01209585393685812,0.0068889734161700685
0500000US36079,"Putnam County, New York",98409.0,*****,82794.0,2516.0,370.0,270.0,676.0,377.0,7787.0,1756.0,6782.0,1909.0,0.8413254885223912,0.0037598187157678667,0.00686929041042994,0.07912894145860642,0.06891646089280452
0500000US36081,"Queens County, New York",2316841.0,*****,1158942.0,18561.0,22206.0,3460.0,36273.0,4956.0,645913.0,14572.0,453507.0,13929.0,0.5002250909751683,0.009584602482431898,0.01565623191233235,0.2787903874283993,0.19574368720166813
0500000US36083,"Rensselaer County, New York",160749.0,*****,150175.0,1501.0,1472.0,602.0,474.0,361.0,5553.0,1116.0,3075.0,791.0,0.9342204306092107,0.009157133170346317,0.0029486964149077134,0.034544538379709985,0.019129201425825356
0500000US36085,"Richmond County, New York",498212.0,*****,355735.0,7088.0,6442.0,1867.0,4635.0,1307.0,93060.0,6653.0,38340.0,4781.0,0.7140233474906265,0.012930238532993986,0.009303268488113494,0.1867879537225117,0.07695519176575434
0500000US36087,"Rockland County, New York",348144.0,*****,259821.0,5494.0,2031.0,897.0,6521.0,1634.0,42938.0,3531.0,36833.0,4682.0,0.746303253826003,0.0058337929132772645,0.018730755089847877,0.12333402270324922,0.10579817546762259
0500000US36089,"St. Lawrence County, New York",106198.0,*****,101237.0,809.0,197.0,243.0,1009.0,372.0,2055.0,652.0,1700.0,641.0,0.9532853726058871,0.001855025518371344,0.009501120548409575,0.019350646904838134,0.016007834422493834
0500000US36091,"Saratoga County, New York",240360.0,*****,228473.0,1992.0,808.0,587.0,1102.0,493.0,6835.0,1494.0,3142.0,1041.0,0.9505450158096189,0.003361624230321185,0.004584789482443002,0.028436511898818437,0.013072058578798468
0500000US36093,"Schenectady County, New York",162261.0,*****,141350.0,3337.0,2883.0,1728.0,1348.0,758.0,9758.0,1663.0,6922.0,2166.0,0.8711273811944953,0.017767670604766396,0.008307603182526916,0.060137679417728226,0.04265966560048317
0500000US36101,"Steuben County, New York",92015.0,*****,88716.0,1013.0,0.0,220.0,298.0,181.0,1152.0,466.0,1849.0,965.0,0.9641471499212085,0.0,0.003238602401782318,0.012519697875346411,0.020094549801662774
0500000US36103,"Suffolk County, New York",1535909.0,*****,1237519.0,10714.0,8432.0,1825.0,15903.0,3571.0,153542.0,6734.0,120513.0,9079.0,0.8057241672520963,0.005489908581823533,0.010354129053218648,0.09996816217627477,0.07846363293658674
0500000US36105,"Sullivan County, New York",80450.0,*****,66653.0,1948.0,2515.0,1645.0,1462.0,858.0,4839.0,943.0,4981.0,1321.0,0.8285021752641392,0.0312616532007458,0.0181727781230578,0.060149160969546304,0.061914232442510875
0500000US36109,"Tompkins County, New York",105602.0,*****,91269.0,2410.0,314.0,280.0,1559.0,885.0,3632.0,919.0,8828.0,1918.0,0.8642734039128047,0.002973428533550501,0.01476297797390201,0.034393288005908976,0.08359690157383383
0500000US36111,"Ulster County, New York",182977.0,*****,162976.0,2690.0,1647.0,740.0,2457.0,1155.0,8245.0,1436.0,7652.0,2639.0,0.890691179765763,0.009001131289724938,0.01342791716991753,0.04506030812615793,0.04181946364843669
0500000US36113,"Warren County, New York",65288.0,*****,61980.0,994.0,60.0,111.0,933.0,584.0,1428.0,516.0,887.0,456.0,0.9493321896826369,0.0009190050238941306,0.014290528121553731,0.02187231956868031,0.013585957603234897
0500000US36117,"Wayne County, New York",90757.0,*****,85420.0,1200.0,291.0,241.0,510.0,315.0,1588.0,1036.0,2948.0,610.0,0.9411946185969127,0.0032063642473858767,0.005619401258305144,0.017497272937624646,0.0324823429597717
0500000US36119,"Westchester County, New York",1006447.0,*****,700700.0,10007.0,13701.0,3294.0,14605.0,2817.0,170039.0,8617.0,107402.0,8423.0,0.6962115243028197,0.013613235470918986,0.014511444715916486,0.16894978076341824,0.10671401474692656
0500000US37001,"Alamance County, North Carolina",183040.0,*****,160522.0,2549.0,922.0,619.0,1206.0,640.0,6221.0,1995.0,14169.0,2248.0,0.8769777097902098,0.005037150349650349,0.0065887237762237766,0.03398710664335664,0.07740930944055945
0500000US37019,"Brunswick County, North Carolina",167112.0,*****,157571.0,2088.0,233.0,286.0,1440.0,722.0,3674.0,940.0,4194.0,1950.0,0.9429065536885443,0.0013942744985399015,0.008616975441619991,0.02198525539757767,0.025096940973718226
0500000US37021,"Buncombe County, North Carolina",279210.0,*****,252598.0,3830.0,2622.0,1836.0,4473.0,2077.0,7577.0,1481.0,11940.0,3555.0,0.9046882274990151,0.009390781132480928,0.01602019984957559,0.02713728018337452,0.04276351133555389
0500000US37023,"Burke County, North Carolina",88545.0,*****,80706.0,1335.0,36.0,77.0,617.0,430.0,3760.0,1078.0,3426.0,1790.0,0.9114687447060816,0.0004065729290191428,0.006968208255689197,0.042464283697554915,0.03869219041165509
0500000US37025,"Cabarrus County, North Carolina",244925.0,*****,210204.0,3238.0,237.0,265.0,1483.0,649.0,12187.0,2575.0,20814.0,4246.0,0.8582382361947535,0.0009676431560681841,0.006054914769827498,0.04975808921098295,0.08498111666836787
0500000US37027,"Caldwell County, North Carolina",80739.0,*****,77665.0,954.0,178.0,261.0,266.0,368.0,1550.0,814.0,1080.0,770.0,0.9619267020894487,0.0022046346870781158,0.0032945664424875215,0.019197661600961122,0.013376435180024524
0500000US37031,"Carteret County, North Carolina",70259.0,*****,67085.0,542.0,353.0,367.0,625.0,366.0,1384.0,471.0,812.0,370.0,0.9548242929731422,0.005024267353648643,0.008895657495836833,0.01969854395878108,0.011557238218591212
0500000US37035,"Catawba County, North Carolina",167054.0,*****,151324.0,2509.0,1703.0,1561.0,1623.0,1167.0,7675.0,1942.0,4729.0,1633.0,0.9058388305577837,0.010194308427215151,0.0097154213607576,0.04594322793827146,0.02830821171597208
0500000US37037,"Chatham County, North Carolina",83874.0,*****,74149.0,1130.0,411.0,503.0,336.0,246.0,2194.0,841.0,6784.0,1415.0,0.8840522688795097,0.0049002074540382004,0.00400600901352028,0.026158285046617546,0.08088322960631424
0500000US37045,"Cleveland County, North Carolina",102194.0,*****,98421.0,817.0,191.0,228.0,535.0,503.0,1853.0,569.0,1194.0,591.0,0.9630800242675696,0.0018689942658081688,0.00523514100632131,0.018132179971426896,0.011683660488874103
0500000US37049,"Craven County, North Carolina",104167.0,*****,96313.0,2015.0,102.0,140.0,1282.0,893.0,4303.0,1606.0,2167.0,870.0,0.9246018412741079,0.000979196866570027,0.012307160617086026,0.041308667812263,0.020803133429973024
0500000US37051,"Cumberland County, North Carolina",338430.0,*****,302003.0,3125.0,5948.0,1354.0,6992.0,1400.0,14467.0,1916.0,9020.0,1659.0,0.8923647430783322,0.017575274059628283,0.020660106964512603,0.04274739237065272,0.026652483526874094
0500000US37057,"Davidson County, North Carolina",177809.0,*****,168731.0,1926.0,34.0,68.0,1343.0,968.0,4340.0,1303.0,3361.0,1311.0,0.9489452164963529,0.00019121641761665607,0.007553048495857915,0.024408213307537865,0.018902305282634736
0500000US37063,"Durham County, North Carolina",343628.0,*****,283685.0,5643.0,2252.0,1360.0,4134.0,1437.0,20884.0,2789.0,32673.0,4969.0,0.8255584527454107,0.006553598659014981,0.01203045153479926,0.06077502415402703,0.095082472906748
0500000US37067,"Forsyth County, North Carolina",398143.0,*****,344937.0,5700.0,3108.0,1670.0,6070.0,2750.0,18210.0,2930.0,25818.0,4869.0,0.8663645976445649,0.00780624047138842,0.015245778526810718,0.04573733558043216,0.0648460477768038
0500000US37069,"Franklin County, North Carolina",79771.0,*****,72400.0,1727.0,0.0,226.0,1126.0,695.0,3045.0,1114.0,3200.0,1310.0,0.9075979992729187,0.0,0.014115405347808101,0.03817176668212759,0.04011482869714558
0500000US37071,"Gaston County, North Carolina",242010.0,*****,219575.0,3129.0,489.0,362.0,1793.0,849.0,8011.0,1893.0,12142.0,3321.0,0.9072972191231767,0.0020205776620800795,0.007408784760960291,0.03310193793644891,0.05017148051733399
0500000US37081,"Guilford County, North Carolina",558816.0,*****,481278.0,6758.0,2043.0,1355.0,6996.0,1916.0,31413.0,4040.0,37086.0,4987.0,0.8612459199450266,0.0036559439958769972,0.012519326576189658,0.05621349424497509,0.06636531523793163
0500000US37085,"Harnett County, North Carolina",146096.0,*****,132396.0,1696.0,1804.0,931.0,3318.0,1182.0,3943.0,1155.0,4635.0,1421.0,0.9062260431497098,0.012348045121016319,0.022711094075128682,0.026989103055525134,0.031725714598620086
0500000US37089,"Henderson County, North Carolina",120771.0,*****,107856.0,2279.0,151.0,188.0,2151.0,1506.0,3664.0,1124.0,6949.0,1619.0,0.8930620761606677,0.001250300154838496,0.017810567106341754,0.03033840905515397,0.057538647522998074
0500000US37097,"Iredell County, North Carolina",206361.0,*****,190425.0,2114.0,510.0,533.0,1126.0,599.0,7320.0,1641.0,6980.0,1946.0,0.9227761059502523,0.00247139721168244,0.005456457373243975,0.03547181880297149,0.03382422066184986
0500000US37101,"Johnston County, North Carolina",249794.0,*****,223307.0,3520.0,1533.0,1109.0,3056.0,1198.0,10027.0,3057.0,11871.0,3857.0,0.8939646268525265,0.006137056934914369,0.012234080882647302,0.04014107624682738,0.04752315908308446
0500000US37105,"Lee County, North Carolina",68537.0,*****,61362.0,1629.0,485.0,448.0,478.0,352.0,2261.0,826.0,3951.0,1464.0,0.8953120212439996,0.007076469644133825,0.006974335030713337,0.032989480134817686,0.05764769394633556
0500000US37109,"Lincoln County, North Carolina",97611.0,*****,92061.0,1553.0,0.0,226.0,873.0,550.0,3012.0,1244.0,1665.0,786.0,0.9431416541168516,0.0,0.008943664136214157,0.030857177981989736,0.017057503764944526
0500000US37119,"Mecklenburg County, North Carolina",1206285.0,*****,966293.0,9808.0,5062.0,1937.0,14899.0,2979.0,77754.0,6121.0,142277.0,8072.0,0.801048674235359,0.0041963549244167005,0.012351144215504628,0.0644574043447444,0.1179464222799753
0500000US37125,"Moore County, North Carolina",108417.0,*****,102322.0,1420.0,467.0,375.0,1018.0,529.0,2719.0,858.0,1891.0,1027.0,0.9437818792255827,0.004307442559746165,0.009389671361502348,0.02507909276220519,0.017441914090963594
0500000US37127,"Nash County, North Carolina",97990.0,*****,92963.0,842.0,218.0,260.0,428.0,331.0,2364.0,969.0,2017.0,723.0,0.9486988468211042,0.0022247168078375346,0.004367792631901214,0.024124910705174,0.02058373303398306
0500000US37129,"New Hanover County, North Carolina",243333.0,*****,227321.0,2193.0,282.0,325.0,1961.0,854.0,4866.0,1168.0,8903.0,2437.0,0.9341971701331098,0.001158905697131092,0.008058915149198834,0.019997287667517353,0.03658772135304295
0500000US37133,"Onslow County, North Carolina",212954.0,*****,199935.0,3104.0,2708.0,1874.0,1720.0,810.0,5898.0,1590.0,2693.0,1203.0,0.9388647313504325,0.012716361279900824,0.008076861669656358,0.027696122167228603,0.012645923532781728
0500000US37135,"Orange County, North Carolina",152877.0,*****,129810.0,2075.0,569.0,371.0,1607.0,642.0,10349.0,1951.0,10542.0,2169.0,0.8491139936027002,0.003721946401355338,0.01051171857113889,0.0676949443016281,0.06895739712317746
0500000US37141,"Pender County, North Carolina",70077.0,*****,66399.0,1000.0,310.0,420.0,459.0,326.0,454.0,384.0,2455.0,954.0,0.9475148764930006,0.004423705352683477,0.00654993792542489,0.006478587839091285,0.03503289238979979
0500000US37147,"Pitt County, North Carolina",180783.0,*****,168722.0,2032.0,226.0,262.0,1292.0,643.0,4156.0,1093.0,6387.0,1720.0,0.9332846561900179,0.0012501175442381197,0.00714668967767987,0.02298888722944082,0.03532964935862332
0500000US37151,"Randolph County, North Carolina",148389.0,*****,135204.0,1624.0,431.0,450.0,1957.0,1219.0,2417.0,753.0,8380.0,1341.0,0.9111457048703071,0.0029045279636630747,0.013188309106470156,0.01628826934611056,0.05647318871344911
0500000US37155,"Robeson County, North Carolina",118624.0,*****,109363.0,1581.0,298.0,250.0,494.0,301.0,2283.0,864.0,6186.0,1650.0,0.9219297949824656,0.0025121391961154572,0.004164418667386026,0.01924568384138117,0.05214796331265174
0500000US37157,"Rockingham County, North Carolina",93517.0,*****,89779.0,1542.0,181.0,288.0,483.0,430.0,1595.0,816.0,1479.0,1288.0,0.9600286578910786,0.0019354769721013291,0.005164836339916806,0.017055722488959226,0.015815306307944012
0500000US37159,"Rowan County, North Carolina",153384.0,*****,141139.0,1733.0,331.0,321.0,1089.0,727.0,2725.0,984.0,8100.0,1361.0,0.9201676837219006,0.0021579825796693266,0.0070998278829604135,0.017765868669483126,0.05280863714598654
0500000US37161,"Rutherford County, North Carolina",65587.0,*****,63400.0,890.0,0.0,226.0,299.0,236.0,929.0,662.0,959.0,884.0,0.966654977358318,0.0,0.004558830255995853,0.014164392333846646,0.014621800051839542
0500000US37167,"Stanly County, North Carolina",67326.0,*****,63949.0,751.0,0.0,226.0,422.0,309.0,1275.0,411.0,1680.0,394.0,0.949841071799899,0.0,0.006268009387160978,0.018937706086801533,0.024953212726138492
0500000US37171,"Surry County, North Carolina",71547.0,*****,65500.0,1835.0,191.0,244.0,508.0,366.0,1381.0,449.0,3967.0,1918.0,0.9154821306274198,0.0026695738465623993,0.007100227822270675,0.019301997288495673,0.055446070415251514
0500000US37179,"Union County, North Carolina",263386.0,*****,223178.0,3885.0,731.0,593.0,3218.0,1016.0,19198.0,2994.0,17061.0,2493.0,0.8473419240202592,0.0027753942882309613,0.012217809602636435,0.07288921962442954,0.06477565246444382
